4.000000000000000000e+00	1.359900000000000000e+04
8.000000000000000000e+00	2.552800000000000000e+04
0.000000000000000000e+00	6.533300000000000000e+04
8.000000000000000000e+00	1.231890000000000000e+05
0.000000000000000000e+00	1.381150000000000000e+05
3.000000000000000000e+00	1.426080000000000000e+05
4.000000000000000000e+00	1.565590000000000000e+05
3.000000000000000000e+00	1.655340000000000000e+05
4.000000000000000000e+00	1.891720000000000000e+05
3.000000000000000000e+00	1.930210000000000000e+05
4.000000000000000000e+00	1.978990000000000000e+05
3.000000000000000000e+00	1.987380000000000000e+05
4.000000000000000000e+00	2.252390000000000000e+05
3.000000000000000000e+00	2.779240000000000000e+05
4.000000000000000000e+00	2.958700000000000000e+05
3.000000000000000000e+00	3.137180000000000000e+05
4.000000000000000000e+00	3.265850000000000000e+05
1.000000000000000000e+00	4.333360000000000000e+05
4.000000000000000000e+00	4.422140000000000000e+05
2.000000000000000000e+00	4.461220000000000000e+05
4.000000000000000000e+00	9.468560000000000000e+05
3.000000000000000000e+00	9.703960000000000000e+05
0.000000000000000000e+00	9.776330000000000000e+05
4.000000000000000000e+00	9.890690000000000000e+05
3.000000000000000000e+00	1.152710000000000000e+06
2.000000000000000000e+00	1.154262000000000000e+06
4.000000000000000000e+00	1.157302000000000000e+06
2.000000000000000000e+00	1.158351000000000000e+06
4.000000000000000000e+00	1.168438000000000000e+06
2.000000000000000000e+00	1.172245000000000000e+06
4.000000000000000000e+00	1.172781000000000000e+06
2.000000000000000000e+00	1.184660000000000000e+06
4.000000000000000000e+00	1.282574000000000000e+06
3.000000000000000000e+00	1.286106000000000000e+06
4.000000000000000000e+00	1.314406000000000000e+06
7.000000000000000000e+00	1.320468000000000000e+06
4.000000000000000000e+00	1.324345000000000000e+06
0.000000000000000000e+00	1.329014000000000000e+06
2.000000000000000000e+00	1.336040000000000000e+06
1.000000000000000000e+00	1.358732000000000000e+06
2.000000000000000000e+00	1.366669000000000000e+06
1.000000000000000000e+00	1.385818000000000000e+06
2.000000000000000000e+00	1.386121000000000000e+06
4.000000000000000000e+00	1.386751000000000000e+06
2.000000000000000000e+00	1.424851000000000000e+06
1.000000000000000000e+00	1.428536000000000000e+06
2.000000000000000000e+00	1.429918000000000000e+06
1.000000000000000000e+00	1.446210000000000000e+06
4.000000000000000000e+00	1.449830000000000000e+06
2.000000000000000000e+00	1.456631000000000000e+06
1.000000000000000000e+00	1.707194000000000000e+06
2.000000000000000000e+00	1.708595000000000000e+06
1.000000000000000000e+00	1.806378000000000000e+06
